Transaction_Amount,Transaction_Time,Customer_Age,Customer_Region,Merchant_Category,Card_Type,Transaction_Mode,Previous_Fraud_Flag,Fraud
571.4,272.2,21,South,Retail,Credit,ATM,0,0
757.1,1904.4,63,East,Retail,Credit,Online,0,0
1127.4,814.7,45,West,Food,Debit,Online,0,0
1255.6,231.7,28,East,Health,Prepaid,ATM,0,0
4253.2,976.9,51,East,Travel,Debit,Online,0,0
2806.6,442.7,52,East,Food,Prepaid,ATM,0,0
2617.4,1860.5,22,West,Electronics,Credit,Online,0,0
574.7,603.9,56,East,Travel,Prepaid,POS,0,0
4300.8,1296.2,28,South,Electronics,Debit,Online,0,0
3614.3,100.4,29,South,Food,Debit,ATM,0,0
339.3,504.2,60,East,Retail,Debit,POS,0,1
3539.5,4088.8,36,South,Travel,Credit,POS,0,0
2718.1,1652.7,30,East,Travel,Prepaid,POS,0,0
409.5,174.3,21,West,Food,Debit,POS,0,0
2292,325.4,31,South,Travel,Debit,Online,0,0
2424,400.2,61,East,Travel,Debit,ATM,0,0
829.7,1050.9,19,North,Food,Credit,POS,0,0
4728.5,1414.7,25,West,Health,Debit,ATM,0,0
4250,1384.4,39,North,Food,Credit,ATM,0,0
3345.4,713.1,68,East,Travel,Credit,POS,0,0
2312,1665.1,30,South,Food,Debit,ATM,0,0
2059.4,574.6,38,East,Travel,Credit,ATM,0,0
3255.2,132.3,38,South,Electronics,Credit,ATM,0,0
2727.6,831.1,45,East,Electronics,Debit,ATM,0,0
312.3,3042.9,50,East,Retail,Debit,Online,0,0
2563,1575,46,South,Food,Prepaid,Online,0,0
4032.2,864.4,54,South,Food,Debit,Online,0,0
2296.7,1040.7,39,East,Electronics,Prepaid,ATM,0,0
260.7,2667.3,43,North,Electronics,Prepaid,Online,0,0
3931.6,559.2,28,West,Electronics,Prepaid,POS,0,1
1007.6,402.6,28,North,Retail,Debit,ATM,0,0
1293.8,3782.8,62,North,Retail,Prepaid,Online,0,0
824.4,1991,51,North,Health,Prepaid,Online,0,1
1651.7,390.1,36,North,Food,Prepaid,ATM,1,0
3784,623.2,65,South,Retail,Debit,ATM,0,0
2597.4,536.3,54,North,Travel,Debit,ATM,0,0
1025.2,161.5,31,West,Food,Debit,POS,0,0
4389.3,3165.8,46,South,Health,Debit,Online,0,0
4398,518,36,North,Electronics,Credit,POS,0,0
4353,2082.1,54,South,Health,Debit,Online,0,0
1194.7,209.9,38,North,Food,Prepaid,ATM,0,0
2256.7,793.8,41,North,Electronics,Debit,Online,0,0
4925,24.3,43,West,Health,Credit,ATM,1,0
3860.3,1444.9,58,South,Health,Credit,Online,0,0
136.8,869.7,29,South,Food,Credit,POS,0,0
327,982.4,65,East,Retail,Debit,Online,0,0
2320.2,53.1,36,North,Travel,Credit,ATM,0,0
4546.2,237,64,North,Health,Credit,POS,0,0
2694,77.2,66,West,Travel,Credit,POS,0,0
2489.6,341,47,West,Food,Debit,Online,0,0
528.3,987.4,32,South,Food,Credit,Online,0,0
3284.2,835.1,20,West,Retail,Credit,POS,0,0
4110.7,947.1,66,South,Electronics,Prepaid,Online,0,0
1902.7,796.8,30,North,Travel,Prepaid,ATM,1,0
3878.3,318.9,26,North,Health,Prepaid,ATM,1,0
4822.4,280.4,30,South,Electronics,Credit,Online,0,0
1019.6,147.4,33,West,Travel,Prepaid,POS,0,0
2617.1,1890.9,68,West,Travel,Debit,Online,0,0
1436.4,958.4,31,South,Electronics,Prepaid,POS,0,0
3964.5,206.4,25,North,Electronics,Debit,POS,0,1
2888.4,195.1,36,South,Retail,Prepaid,ATM,0,0
3173.3,2063.8,49,West,Health,Prepaid,Online,0,0
3989.8,1357.6,52,South,Health,Prepaid,POS,0,0
1980.5,1077,40,North,Health,Debit,POS,0,0
4575.5,522.3,38,East,Electronics,Debit,POS,0,0
2665.6,303.8,35,South,Retail,Prepaid,POS,0,0
790.6,3884.9,65,East,Food,Debit,ATM,0,0
3479.8,1595.7,31,South,Retail,Prepaid,ATM,0,0
3966.5,359.2,33,West,Electronics,Credit,ATM,0,0
1584.5,1881,41,West,Retail,Credit,ATM,0,0
4286,1422.7,66,East,Electronics,Credit,ATM,0,0
4530.8,352.5,69,South,Travel,Debit,Online,0,0
1385.2,556.1,49,West,Travel,Credit,Online,0,0
4917.6,205.7,28,East,Food,Prepaid,ATM,0,0
704.4,117.7,62,East,Travel,Prepaid,POS,0,0
1010.9,1282.9,28,South,Food,Debit,POS,0,0
921.9,311.3,21,West,Health,Prepaid,Online,0,0
4470.1,1715.1,43,East,Electronics,Credit,Online,0,0
3271.8,5428.1,63,North,Health,Prepaid,Online,0,0
761.4,79.7,22,North,Health,Debit,ATM,0,0
2202.2,640.6,53,West,Food,Prepaid,POS,0,0
3076.9,1619.8,50,West,Electronics,Prepaid,POS,0,0
418.2,1555.7,31,North,Food,Credit,Online,0,0
4412.2,1427.1,49,East,Retail,Debit,Online,0,0
4018.2,429.2,24,South,Health,Credit,Online,0,0
2526.5,604.9,27,East,Electronics,Prepaid,Online,0,0
4835.7,903.8,19,West,Health,Debit,ATM,0,0
2089.4,3647.4,27,West,Retail,Prepaid,POS,0,0
4920.6,396.8,52,South,Retail,Prepaid,ATM,0,1
3339.9,2565.8,38,East,Electronics,Credit,POS,0,0
3173.7,313.8,57,South,Electronics,Prepaid,ATM,0,0
830.6,4516.7,59,East,Retail,Debit,POS,0,0
4409.8,1109.5,25,East,Health,Debit,ATM,1,0
2138,622.7,63,North,Travel,Credit,POS,0,0
812,950.3,35,East,Health,Credit,ATM,0,0
64,318.2,26,West,Travel,Debit,POS,0,0
2799.2,320.4,58,West,Food,Credit,Online,0,1
2637.5,120.5,47,West,Electronics,Prepaid,POS,0,0
3597,121.1,21,North,Retail,Debit,POS,0,0
4451.4,427.2,52,South,Food,Credit,ATM,0,0
398,1439.1,31,West,Health,Debit,Online,0,0
3657.8,936.4,31,West,Travel,Prepaid,ATM,0,0
937.9,108.2,65,South,Electronics,Credit,POS,0,0
4291,1912.1,54,North,Travel,Debit,POS,0,0
4095.5,919.7,37,East,Health,Prepaid,POS,0,0
2704.4,3240.5,46,South,Health,Credit,POS,0,0
3551.5,1109.2,40,East,Retail,Debit,ATM,0,0
1572.4,192.6,64,East,Food,Prepaid,Online,0,0
2356.4,642,38,East,Electronics,Prepaid,POS,0,0
4108.4,1045.5,48,South,Retail,Prepaid,ATM,0,0
2296.9,28.7,49,South,Travel,Prepaid,ATM,1,0
1789.6,15,58,East,Food,Prepaid,ATM,0,0
2471.6,138.6,24,North,Electronics,Credit,ATM,0,1
4141.4,289.9,30,North,Travel,Prepaid,ATM,0,0
1676.7,561.3,40,North,Electronics,Credit,POS,0,0
869.6,668.3,25,West,Electronics,Credit,POS,0,0
3560.4,148.5,29,East,Food,Debit,Online,0,0
4130.1,1119,53,West,Travel,Debit,Online,0,0
504.1,906.7,33,North,Retail,Credit,Online,0,0
1200.1,348.8,43,South,Retail,Prepaid,Online,0,0
710.7,13.8,46,North,Retail,Prepaid,ATM,0,0
1740.4,80.8,46,West,Electronics,Credit,ATM,0,1
2252.3,497.1,23,West,Health,Prepaid,ATM,1,0
3744.4,167.2,54,North,Food,Credit,ATM,0,0
3256.1,472.9,50,East,Retail,Debit,ATM,0,0
3105,989.4,48,South,Food,Prepaid,ATM,0,0
1762.5,792.4,63,South,Electronics,Prepaid,ATM,0,0
4207.4,262.9,58,North,Food,Prepaid,ATM,0,0
2357,421.3,35,East,Retail,Debit,Online,0,0
4895.5,952,55,East,Retail,Prepaid,POS,0,0
3171.1,1972.2,64,North,Electronics,Credit,Online,0,0
632.2,1399.2,48,South,Electronics,Prepaid,ATM,0,0
3381.2,806.1,33,South,Travel,Credit,ATM,0,0
1626.2,449.9,57,South,Electronics,Prepaid,ATM,0,0
3431.9,454.2,68,East,Health,Credit,POS,0,0
349.1,2115.4,54,North,Health,Debit,ATM,0,0
875.2,40,31,East,Retail,Prepaid,ATM,0,0
4278.8,4421.4,56,South,Electronics,Debit,Online,0,0
1136.7,1091.8,21,East,Health,Debit,Online,0,0
4185.4,1143,47,South,Health,Prepaid,ATM,1,0
1397.1,38.7,50,North,Travel,Prepaid,POS,0,0
3214.8,930.2,53,South,Electronics,Credit,POS,0,0
3471.1,663.2,47,West,Travel,Prepaid,Online,0,1
2563.8,111.8,31,West,Food,Prepaid,Online,0,0
1527.2,325.6,40,North,Travel,Credit,POS,0,1
1064,2210.1,65,East,Food,Credit,Online,0,0
166.9,798.5,45,East,Food,Prepaid,ATM,0,0
1520.4,533.4,24,East,Electronics,Prepaid,ATM,0,0
3266.2,75.5,59,South,Food,Prepaid,ATM,0,0
4691.6,1252.2,27,West,Food,Debit,ATM,0,0
4356.2,1213.5,21,North,Travel,Debit,Online,0,1
3830.6,952,61,East,Electronics,Prepaid,ATM,0,0
3942.4,713.9,55,East,Electronics,Credit,ATM,0,0
3325.3,568.8,30,North,Food,Prepaid,ATM,0,0
1302.2,899.6,38,South,Travel,Prepaid,ATM,0,0
4536.1,265.8,50,East,Travel,Debit,POS,0,0
3354,2834.6,57,South,Travel,Prepaid,ATM,0,0
2802.6,888.7,45,South,Travel,Prepaid,Online,0,0
555.8,372.8,40,South,Retail,Debit,ATM,0,0
2235.8,597.3,49,East,Food,Debit,POS,0,0
2302.3,1638.3,65,East,Food,Credit,ATM,0,1
4323,176.3,22,North,Food,Credit,Online,0,0
2733.7,346.5,43,North,Electronics,Credit,Online,1,0
1902.6,1137.9,56,South,Electronics,Prepaid,POS,0,0
4884,379.1,43,East,Travel,Credit,Online,0,0
554.5,1572.6,20,South,Electronics,Debit,Online,0,0
2113.3,139.8,41,North,Health,Credit,Online,0,0
211.1,1438.4,51,South,Food,Prepaid,POS,0,0
3699.8,70.8,51,West,Food,Prepaid,POS,0,0
4590.5,12.7,37,South,Retail,Credit,POS,0,0
1400.9,2285,47,East,Retail,Prepaid,POS,1,1
4291.9,870.7,59,South,Health,Prepaid,POS,0,0
1461.8,433.6,37,South,Retail,Prepaid,POS,1,0
4553.9,264.7,58,East,Travel,Credit,POS,0,0
3770.1,959.4,35,West,Travel,Prepaid,POS,0,0
4024.7,711.3,55,East,Food,Credit,POS,0,0
91,4779.3,37,North,Travel,Credit,ATM,0,0
4814.1,4087.3,23,West,Retail,Prepaid,POS,0,0
3633.6,1007.9,59,West,Health,Credit,ATM,0,0
1524.5,585,42,East,Travel,Credit,POS,0,0
4147.1,675.6,58,South,Food,Prepaid,POS,0,0
1408.3,1147.2,58,North,Food,Prepaid,POS,0,0
4363.9,107.1,20,North,Retail,Credit,ATM,0,0
563.8,398,61,West,Travel,Debit,ATM,1,0
3518.7,78.3,60,North,Retail,Debit,POS,0,0
2704,76.2,63,West,Food,Debit,POS,0,0
483.6,218,36,West,Health,Debit,ATM,0,0
1210.2,664.1,27,North,Travel,Credit,POS,0,0
63,1536.1,68,West,Health,Prepaid,POS,0,0
2344.4,664.6,22,South,Travel,Debit,ATM,0,0
1507,408.7,39,West,Food,Prepaid,ATM,0,0
2992.2,85.9,26,South,Travel,Debit,ATM,0,0
1486.9,799.2,50,South,Food,Debit,POS,0,0
1500.3,316.5,32,South,Electronics,Debit,ATM,0,0
3716.2,954.3,41,North,Food,Prepaid,POS,0,0
241.7,3780.5,47,South,Food,Prepaid,Online,0,0
4514.6,118,53,North,Travel,Debit,Online,0,0
4261.5,238.4,56,East,Health,Prepaid,POS,0,1
3339.4,640.7,23,South,Food,Debit,POS,0,0
2966.5,3461.4,32,West,Travel,Credit,ATM,0,0
4461.6,1477.6,55,East,Food,Prepaid,POS,0,0
927.5,2285,56,East,Retail,Debit,POS,0,0
395.8,406,69,South,Retail,Credit,ATM,0,0
1198.3,4833.1,39,North,Retail,Credit,POS,0,1
3973.1,108.5,20,East,Retail,Debit,Online,0,0
174.3,54.4,46,South,Health,Credit,POS,0,0
2914.5,1935.2,46,East,Food,Credit,ATM,0,0
4977.2,2620.9,48,East,Retail,Debit,POS,0,0
4278.6,95,62,South,Travel,Credit,POS,0,0
2607.7,120.4,19,West,Retail,Credit,POS,0,0
319.1,33.7,52,West,Electronics,Debit,Online,0,0
4157,110.4,62,West,Electronics,Debit,ATM,0,1
2995.3,235,26,East,Health,Credit,Online,0,0
575.6,3509.1,39,North,Electronics,Prepaid,Online,0,0
470.2,1102.2,36,North,Travel,Debit,ATM,0,0
4548.2,1507.6,67,East,Retail,Prepaid,ATM,0,0
3346.3,1496.7,54,East,Electronics,Debit,Online,0,0
4146.6,765.9,27,South,Electronics,Prepaid,Online,0,0
4395,1597,63,North,Health,Debit,POS,0,0
2859.3,905.9,38,East,Electronics,Credit,ATM,0,0
2587.7,377.7,34,West,Retail,Credit,Online,0,0
2152.7,823.5,20,North,Food,Prepaid,POS,0,0
1585.4,762.5,24,East,Retail,Prepaid,Online,0,0
2173.5,1734.2,58,South,Electronics,Debit,Online,0,0
3869.6,4002.3,54,South,Electronics,Debit,ATM,0,1
3010,529.4,53,North,Electronics,Prepaid,Online,0,0
4462.7,1441.3,20,West,Health,Prepaid,ATM,0,0
2217.5,105.1,30,North,Travel,Credit,Online,0,0
3035.8,1499.8,58,East,Retail,Prepaid,POS,0,0
3156.9,464.3,47,West,Electronics,Credit,ATM,1,0
2958.9,40.2,40,East,Food,Prepaid,ATM,0,1
3513.5,451.4,24,West,Health,Credit,POS,0,0
1187.9,943.3,47,West,Travel,Credit,ATM,0,0
2562.3,127,46,East,Electronics,Credit,POS,0,0
522,2577.5,25,North,Retail,Debit,ATM,0,0
1923.2,80.9,27,South,Food,Credit,ATM,0,0
2438.8,2659.4,50,West,Health,Prepaid,ATM,0,0
3261.5,1228.1,37,West,Retail,Prepaid,ATM,0,0
4752.7,400,46,South,Retail,Prepaid,Online,0,0
3003.7,495.5,46,North,Health,Debit,Online,0,0
3718.2,1350.2,38,South,Retail,Credit,Online,0,0
2531.8,920,18,North,Food,Debit,ATM,0,0
3170.9,1113.7,68,West,Food,Credit,Online,0,0
355.6,492.9,51,West,Retail,Prepaid,ATM,0,0
1272.7,669.1,61,East,Electronics,Credit,ATM,0,0
1809.9,4592,49,North,Retail,Debit,POS,0,0
2363,240.7,62,South,Electronics,Debit,POS,0,0
229.2,541,31,North,Retail,Debit,POS,0,0
701,345.1,54,North,Travel,Debit,ATM,0,0
1384.8,1448.6,52,North,Food,Prepaid,POS,0,0
4857.7,1444,41,North,Retail,Debit,POS,0,0
1657.4,345.9,66,South,Food,Debit,ATM,0,0
2410.7,84.9,18,East,Health,Debit,ATM,0,0
981.3,11.5,63,West,Travel,Prepaid,Online,0,0
3054.3,557.7,23,South,Electronics,Credit,ATM,0,0
1404.1,528.2,66,South,Health,Prepaid,Online,0,0
1035.8,4455.9,21,West,Travel,Prepaid,ATM,0,0
2583.3,634.5,55,East,Health,Prepaid,POS,0,0
28.5,296.3,18,South,Food,Credit,ATM,0,1
39.3,2218.5,58,West,Travel,Debit,Online,0,0
1096.1,675.4,48,East,Health,Prepaid,ATM,1,0
184.6,914.2,53,East,Electronics,Debit,ATM,0,0
541,100.6,26,North,Travel,Debit,POS,1,0
1695,482.8,58,South,Travel,Credit,ATM,0,0
4013.1,2886.4,62,East,Health,Credit,POS,0,0
2860.7,890.4,40,South,Retail,Prepaid,Online,0,0
2563.8,422.4,48,West,Electronics,Credit,ATM,0,0
1468.2,982.6,46,South,Electronics,Credit,Online,0,0
4658.8,2412.5,66,East,Health,Credit,ATM,0,1
1985.7,320.2,38,West,Food,Debit,POS,1,0
436.4,703.4,20,West,Food,Credit,ATM,0,1
3085.7,3186.7,43,North,Retail,Prepaid,POS,0,0
570.1,189.2,23,West,Retail,Credit,Online,0,0
1726.8,1271.8,37,East,Health,Prepaid,Online,0,0
2537.6,953.2,64,North,Food,Prepaid,POS,0,0
4371.2,1138.4,63,East,Electronics,Credit,ATM,0,0
2468.2,432.7,30,East,Food,Debit,POS,0,0
3511.6,376.7,58,North,Health,Prepaid,POS,0,0
4964.1,1152.7,40,North,Food,Prepaid,POS,0,0
658.3,242.8,32,South,Travel,Prepaid,POS,0,0
1374.4,544.1,63,East,Health,Credit,Online,0,0
1973.5,208.5,48,South,Travel,Prepaid,POS,0,0
2109.7,8.3,21,West,Health,Credit,POS,0,1
2055.7,3508.5,28,West,Electronics,Prepaid,Online,0,0
4538.1,565.1,19,South,Health,Debit,Online,0,0
3570.4,3485.1,33,North,Health,Prepaid,Online,0,0
3039.9,151.2,68,West,Health,Credit,ATM,0,0
1547.6,885.2,48,North,Health,Credit,ATM,0,0
4119.1,224.4,65,South,Retail,Prepaid,Online,0,0
4775.3,1561,56,North,Travel,Credit,POS,0,0
4106.2,1531.1,60,East,Health,Debit,POS,0,0
8.8,119.5,61,West,Health,Credit,Online,0,0
3182.4,2431.2,21,North,Retail,Prepaid,Online,0,0
256.6,216.5,65,North,Food,Debit,ATM,0,0
1288.8,949.3,45,East,Retail,Credit,Online,0,0
298.6,4242.9,33,North,Retail,Prepaid,ATM,0,0
3019.4,2140.4,56,South,Retail,Credit,Online,0,0
3433.3,3136.5,42,South,Health,Prepaid,POS,0,0
573.3,419.5,30,South,Retail,Credit,Online,0,0
1919.8,111.6,22,West,Retail,Credit,POS,0,0
2281.7,208.7,47,North,Retail,Debit,Online,0,0
1845.9,694.1,18,West,Health,Debit,ATM,0,0
606,1576.1,22,West,Electronics,Credit,Online,0,0
2095.3,162.7,31,North,Electronics,Prepaid,POS,0,0
3756.1,1078,28,North,Food,Prepaid,POS,0,0
356,390.9,51,South,Health,Credit,POS,0,0
401.8,417.3,46,West,Retail,Credit,Online,0,0
1774.5,1084.5,35,West,Retail,Debit,ATM,0,0
4708.7,629.2,32,North,Retail,Credit,ATM,0,0
3343.2,1671.5,63,West,Electronics,Credit,ATM,0,0
3393.7,169.5,42,East,Retail,Prepaid,POS,0,0
1810.2,1560.4,47,North,Retail,Debit,POS,0,0
2968.7,66.4,62,South,Electronics,Debit,ATM,0,0
51.6,215.7,19,East,Retail,Credit,ATM,0,0
3180.8,1067.5,68,East,Food,Debit,Online,0,0
4566.5,1930.5,57,South,Travel,Prepaid,Online,0,0
3063.3,291.3,44,East,Food,Credit,Online,0,0
4368.6,396.3,66,East,Health,Credit,ATM,0,0
3620.1,770.3,32,East,Food,Prepaid,ATM,0,0
603.7,237.7,49,West,Food,Debit,ATM,0,0
4512.4,1666.8,37,East,Electronics,Debit,POS,0,0
333.2,1485.6,31,East,Health,Prepaid,ATM,0,0
2670.3,157,44,North,Food,Prepaid,Online,0,0
711.5,623.3,20,South,Travel,Prepaid,Online,1,0
59.5,1490.9,66,West,Food,Prepaid,POS,0,0
2110.7,411.5,20,West,Retail,Debit,Online,0,0
1475.9,1002.7,30,South,Electronics,Debit,Online,0,0
2430.5,51.5,42,West,Retail,Prepaid,POS,0,0
2886.4,938.3,35,West,Health,Prepaid,Online,0,0
219.7,165.6,18,West,Health,Credit,POS,0,0
615.9,1775.4,56,North,Electronics,Credit,Online,0,0
2793.7,439.2,22,North,Food,Debit,POS,1,0
1716.5,330.7,19,West,Health,Credit,POS,0,0
3646.1,1838.2,47,South,Travel,Credit,ATM,0,0
3261.8,51.4,34,South,Electronics,Credit,POS,0,0
4228.2,505.2,46,North,Retail,Debit,Online,0,0
3462.8,462,59,North,Travel,Credit,ATM,1,0
2150.2,335.2,21,East,Electronics,Prepaid,ATM,0,0
3365.2,2427.6,26,North,Travel,Debit,ATM,0,0
1377.6,1390,38,West,Electronics,Credit,POS,0,0
1532.3,66.1,60,North,Retail,Debit,POS,0,0
3945.1,1254.2,29,East,Food,Credit,ATM,0,1
2232.7,749.3,29,East,Electronics,Debit,POS,0,0
3992.1,2311.3,67,South,Health,Prepaid,Online,0,0
4112.3,375.3,21,South,Retail,Credit,Online,0,0
4288,853.7,45,West,Retail,Credit,Online,0,0
4583.3,694.7,26,North,Travel,Debit,POS,0,0
2155.5,672.5,57,East,Health,Prepaid,Online,0,0
1595,609,68,East,Travel,Credit,Online,0,1
2911.4,230.2,49,South,Retail,Prepaid,POS,0,0
1856.5,1409.4,30,South,Electronics,Credit,POS,0,0
3005.8,600.3,51,North,Health,Prepaid,Online,0,0
3528.2,3182.5,36,East,Retail,Credit,ATM,0,0
3442.3,302.2,31,South,Health,Debit,ATM,0,0
1873.4,1148,22,North,Electronics,Debit,POS,0,1
835.1,2825.4,44,North,Food,Prepaid,POS,0,0
2153.2,1089,45,North,Travel,Credit,POS,0,0
713.8,2050.1,43,South,Travel,Credit,ATM,0,0
4450.6,1757.2,27,South,Retail,Prepaid,Online,0,0
1730,446.5,41,South,Retail,Credit,ATM,0,0
773.1,916.6,34,West,Electronics,Debit,POS,0,0
128.2,169.9,69,West,Retail,Credit,ATM,0,0
3229.5,766.8,33,West,Retail,Debit,POS,0,1
3184.9,261.9,34,South,Retail,Prepaid,Online,0,0
1703.7,1361.6,18,South,Health,Credit,POS,0,0
359.5,750.9,38,West,Health,Prepaid,Online,0,0
2048.7,529.7,64,East,Food,Debit,Online,0,0
1556.8,313.1,66,East,Health,Prepaid,ATM,0,0
3385.9,6644.2,60,East,Travel,Prepaid,POS,1,1
3029.3,74.4,39,East,Food,Credit,ATM,0,0
1823.6,44.5,22,West,Retail,Prepaid,POS,0,0
1090.2,245,53,North,Travel,Prepaid,POS,0,1
4940.2,3543,38,North,Food,Credit,POS,0,0
2270.6,3874.6,26,East,Food,Prepaid,ATM,0,0
3441.7,1064,44,South,Travel,Debit,ATM,0,1
703.6,2121.2,65,East,Food,Credit,POS,0,0
2428.5,240.7,29,East,Travel,Debit,ATM,0,0
138.7,3577.1,35,North,Food,Credit,POS,0,0
2527.8,154.1,52,South,Food,Prepaid,ATM,0,0
4820.1,106.6,32,North,Food,Debit,ATM,0,0
1921.6,119,67,South,Travel,Debit,Online,0,0
195.9,851.3,61,West,Food,Debit,ATM,0,0
155.7,1518.6,47,North,Health,Prepaid,POS,0,0
1940.5,456.8,62,West,Health,Debit,ATM,0,0
801,3812,50,West,Health,Debit,ATM,0,0
117.7,569.9,53,East,Health,Prepaid,POS,0,0
3781.3,163,57,South,Health,Prepaid,ATM,0,0
2293.2,627.3,68,North,Retail,Prepaid,Online,0,0
1446.9,1136.4,47,East,Food,Debit,Online,0,0
4500.5,1785.1,43,North,Electronics,Debit,Online,0,0
581.6,613.9,38,West,Retail,Debit,Online,1,0
4779.6,900.4,54,North,Travel,Credit,POS,0,0
1570.5,311.1,60,North,Retail,Debit,POS,0,0
4442.1,1038.2,48,East,Electronics,Debit,Online,0,0
3015.1,4266.7,34,South,Retail,Credit,POS,0,0
4133.7,50.3,34,North,Food,Credit,ATM,0,0
4920.1,2176.2,51,West,Health,Debit,ATM,0,0
1442.7,826.2,41,West,Food,Credit,ATM,0,0
4805.7,290.5,50,East,Retail,Debit,Online,0,1
1948,3098.6,21,West,Electronics,Prepaid,Online,0,0
1928.2,660.4,26,North,Travel,Prepaid,POS,1,0
1702.6,403,19,South,Food,Prepaid,POS,1,0
2707.5,200.3,52,North,Electronics,Prepaid,POS,0,0
771.6,280.3,55,East,Travel,Credit,Online,0,0
2769,1788.9,62,West,Health,Debit,POS,0,0
2709,953,32,North,Food,Credit,ATM,0,0
3809.7,2444.7,60,North,Food,Prepaid,ATM,0,0
4168.4,263.9,59,West,Health,Prepaid,ATM,0,0
2202.8,129.1,20,South,Health,Debit,Online,0,0
1512.4,6.1,48,South,Retail,Credit,POS,0,0
1297.4,709,69,South,Travel,Prepaid,POS,1,0
973.9,6381.2,58,West,Electronics,Credit,Online,0,0
289.2,1187.3,59,North,Health,Debit,Online,0,0
1712.9,368.7,40,East,Retail,Debit,ATM,0,0
1352,2094.4,29,North,Travel,Credit,Online,0,1
4832.1,1522,25,West,Travel,Debit,ATM,1,0
2789,15.5,38,West,Food,Credit,ATM,0,0
1737,1697.5,38,North,Retail,Credit,POS,0,0
2902.8,357.4,49,West,Retail,Credit,ATM,0,0
696.8,162.1,34,North,Food,Prepaid,POS,0,0
2220.8,256.6,54,North,Electronics,Prepaid,ATM,0,0
3131.5,632.2,41,South,Health,Credit,POS,0,0
2445,553.2,25,West,Food,Debit,Online,1,0
2009.5,340.9,35,West,Health,Debit,POS,0,0
4969.2,189,28,South,Retail,Prepaid,Online,0,0
4401.7,1436.5,27,South,Food,Credit,POS,1,0
3117.4,4616.2,43,South,Electronics,Prepaid,Online,0,0
2847.3,1504.1,64,East,Health,Credit,Online,0,1
3103.7,350.9,23,West,Health,Debit,Online,0,0
1007.4,280.8,68,North,Health,Debit,ATM,0,0
1976.3,245.5,34,North,Retail,Prepaid,Online,0,0
198.3,147,40,North,Health,Debit,POS,0,0
2378.3,801.5,59,West,Travel,Credit,Online,0,0
2715.6,929.9,54,East,Health,Debit,Online,0,0
1139.5,1222.5,45,West,Retail,Debit,POS,0,0
4820.2,1140.1,33,West,Food,Prepaid,Online,0,0
4547.4,345.8,29,West,Health,Credit,POS,0,0
3611,400.9,38,West,Health,Prepaid,Online,0,0
2667.4,1144.2,41,West,Food,Prepaid,POS,0,0
4350,429.9,45,East,Travel,Debit,POS,0,0
654.1,239,54,South,Retail,Credit,Online,0,0
3952.8,468.9,38,North,Food,Credit,Online,0,0
625,317.6,50,West,Retail,Prepaid,Online,0,0
3971.3,92.5,19,West,Food,Prepaid,Online,0,0
1379.6,1772.8,54,West,Electronics,Debit,Online,0,0
4385.6,1918.1,36,North,Travel,Credit,Online,0,0
4720.3,248.1,45,East,Electronics,Credit,ATM,0,0
744.8,67,32,North,Food,Debit,Online,0,0
2313.9,1342.6,18,East,Food,Prepaid,ATM,0,0
4905,237.7,60,South,Retail,Credit,ATM,0,0
2417.6,499.9,45,West,Food,Debit,ATM,0,0
4317.9,66.3,67,East,Retail,Prepaid,Online,0,0
2944.1,256.5,52,North,Retail,Debit,POS,0,0
1877.3,1574.6,49,East,Food,Credit,POS,0,0
1429.6,1631.7,45,East,Retail,Prepaid,POS,0,0
1016.9,232,26,South,Travel,Debit,Online,0,0
3809.2,409.3,41,West,Electronics,Debit,POS,0,0
1933.3,144.1,21,West,Food,Debit,POS,0,0
2556.9,77.1,62,North,Retail,Credit,Online,0,0
2462.1,4850,58,North,Retail,Credit,Online,0,0
2886.8,1065.9,20,South,Retail,Credit,ATM,1,0
4328,781.1,65,East,Retail,Debit,Online,0,0
4903.7,1450.3,39,East,Travel,Credit,POS,0,0
2038.5,1833.1,57,North,Food,Debit,Online,0,0
4137.8,1643.6,56,West,Food,Debit,Online,0,0
3822.9,16.7,66,East,Travel,Debit,POS,0,0
2868.1,206.8,42,South,Travel,Prepaid,POS,0,0
4780.3,1063.9,65,North,Travel,Debit,Online,1,0
1003.2,471.2,39,East,Food,Credit,Online,0,0
547.2,4044.6,67,West,Health,Debit,Online,0,0
4270,1094.8,65,West,Electronics,Credit,POS,0,0
2196.3,3136.1,64,South,Travel,Prepaid,ATM,0,0
4235,225,51,South,Travel,Prepaid,Online,0,0
4465.6,1994.8,37,North,Food,Debit,Online,0,0
313.2,387.7,53,North,Food,Credit,Online,0,0
4417.4,4562.6,54,West,Electronics,Prepaid,ATM,0,0
2242.1,171.6,56,West,Retail,Prepaid,Online,0,0
2552.7,726.4,44,East,Food,Prepaid,ATM,0,0
3133.3,1574.3,64,East,Electronics,Credit,Online,0,0
4632,566.8,66,East,Food,Debit,POS,0,0
96.6,631.3,49,South,Food,Debit,ATM,1,0
2384.7,4294.4,59,South,Food,Prepaid,POS,0,0
3438.9,553.9,69,East,Health,Debit,Online,0,1
3613.8,926.5,46,West,Health,Prepaid,POS,0,0
3463,56.1,58,North,Travel,Credit,ATM,0,0
673,1846.5,65,South,Health,Debit,Online,0,0
1497.7,1044.6,49,South,Electronics,Credit,POS,0,0
1794.2,517.5,41,East,Food,Debit,ATM,0,0
